itemID,Tongan Word,Dictionary Page,Number of Letters,Number of Phonemes,Number of Moras,Part of Speech,Meaning in English,Number of Participants,Reaction Time,Accuracy
281,fakalo‘oa,81,9,9,5,adjective/verb, (adj/v) causing or liable to cause choking,24,543,1.00
282,fakalongolongo,81,14,12,6,verb," (v) to be silent or guilt, to keep silence",24,550,0.92
283,fakalongomoʻui,81,14,13,7,adjective/verb," (adj/v) invigorating, making energetic or lively",26,655,1.00
284,fakalotofonua,81,13,13,7,adjective," (adj) belonging or pertaining to the country itself, internal, domestic",24,583,1.00
285,fakalotokovi,81,12,12,6,adjective/verb," (adj/v) making disagreeable, ill-disposed or malicious",29,619,0.93
286,fakalotolavea,81,13,13,7,adjective/verb," (adj/v) heart-breaking, arousing sorrow or remorse",24,655,0.96
287,fakalotomāfana,81,14,15,8,adjective/verb," (adj/v) enthusiastic, fervent, passionate, impassioned or arousing enthusiasm",32,572,1.00
288,fakalotomāfanaʻi,81,16,17,9,verb," (v) to make enthusiastic or fervent, to enthuse",24,592,1.00
289,fakalotomamahi,81,14,14,7,adverb, (adv) sorrowfully,24,572,0.92
290,fakalotomamahiʻi,81,16,16,8,verb," (v) to make sorrowful, to grieve, sadden, offend or annoy",26,530,1.00
291,fakalotomomoko,81,14,14,7,adjective/verb," (adj/v) producing cold-heartedness, tending to dampen enthusiasm",24,536,0.96
292,fakalotomomokoʻi,81,16,16,8,verb, (v) to make cold- hearted,29,705,0.93
293,fakalotopuleʻanga,81,17,16,8,adjective," (adj) pertaining to the country itself, domestic; inner workings of the government",24,557,0.96
294,fakalotosiasi,81,13,13,7,adjective, (adj) pertaining to the inner affairs of the church,32,652,0.88
295,fakalotosiʻi,81,12,12,6,adjective/verb," (adj/v) making (or tending to make) nervous or timid, discouraging",24,528,1.00
296,fakalotosino,81,12,12,6,adjective," (adj) inward, within ones mind or self",24,629,0.88
297,fakalototoʻa,81,12,12,6,adjective/verb, (adj/v) making courageous or valiant,26,598,1.00
298,fakalotu,81,8,8,4,noun, (n) religious matters,24,542,0.96
299,fakalotu‘i,81,10,10,5,verb, (v) to convert to religion (esp. to Christianize),29,639,1.00
300,fakalua,81,7,7,4,verb, (v) to cause to vomit,24,664,0.96
301,fakalūkufua,81,11,12,7,adverb," (adv) in a general or all-embracing manner, generalizing",32,524,0.97
302,fakamā,81,6,7,4,adjective/verb," (adj/v) causing shame, shameful, disgraceful, ignominious",24,467,1.00
303,fakamaa‘i,81,9,9,5,verb," (v) to put to shame, to make ashamed",24,497,1.00
304,fakamaama,81,9,9,5,verb, (v) to illuminate or enlighten,26,561,1.00
305,fakamaau,81,8,8,5,noun," (n) judgement; judge, magistrate; umpire, referee",24,537,1.00
306,fakamaau‘anga,81,13,12,7,noun, (n) court of justice; judgement seat,29,544,1.00
307,fakamafai,81,9,9,5,verb," (v) to authorize, to empower, to endow with the right or authority to do something",24,615,1.00
308,fakamafana,81,10,10,5,verb," (v) to make warm, warm up, heat up",32,500,1.00
309,fakamāfana,81,10,11,6,verb," (v) to make warm or to make fervent or enthusiastic, to warm oneself",24,566,1.00
310,fakamafola,81,10,10,5,verb, (v) to spread or disseminate; to propagate; to broadcast ,24,533,1.00
311,fakamaha,82,8,8,4,verb," (v) to empty, to cause or allow to become empty",26,519,0.96
312,fakamahafu,82,10,10,5,verb," (v) to provide or supply with weapons or cartridges, to arm",24,644,1.00
313,fakamaheni,82,10,10,5,adjective/adverb, (adj/adv) familiar(ly),29,573,1.00
314,fakamaheni,82,10,10,5,noun, (n) familiarity (shown by one to another),24,578,1.00
315,fakamāhina,82,10,11,6,adjective/adverb," (adj/adv) monthly, every month",32,458,0.94
316,fakamahino,82,10,10,5,verb," (v) to explain, elucidate, make clear",24,524,0.92
317,fakamahu‘i,82,10,10,5,verb," (v) to keep away from someone, to shun or avoid company",24,585,1.00
318,fakamahu‘inga,82,13,12,6,verb," (v) to regard as important or valuable, to value",26,545,0.96
319,fakamahu‘inga‘i,82,15,14,7,verb," (v) to evaluate, appraise, estimate the price or value or importance of; to realize the value of, to appreciate",24,644,1.00
320,fakamākona,82,10,11,6,adjective, (adj) (of food) satisfying,29,571,1.00
321,fakamala‘ia,82,11,11,6,adjective/verb, (adj/v) causing misfortune or disaster,24,569,1.00
322,fakamala‘ia‘i,82,13,13,7,verb," (v) to curse, to pronounce or bring a curse upon; to cause to meet with misfortune or disaster",32,525,0.97
323,fakamalanga,82,11,10,5,adjective/adverb, (adj/adv) pertaining to preachers or to preaching,24,597,1.00
324,fakamali,82,8,8,4,adjective," (adj) pertaining to marriage or to married couples, matrimonial",23,486,1.00
325,fakamālō,82,8,10,6,verb," (v) to give thanks, to be grateful, to feel or express gratitude; to praise or congratulate",26,625,0.96
326,fakamālohi,82,10,11,6,adverb," (adv) forcibly, with force or violence",24,479,1.00
327,fakamālohi‘i,82,12,13,7,verb," (v) to compel, to force, to oppress or treat with violence, to bring pressure to bear upon; to strengthen",29,496,0.97
328,fakamālohi-sino,82,14,15,8,verb," (v) to do physical exercise, to have drill",24,519,1.00
329,fakamālōlō,82,10,13,8,verb," (v) to dismiss, to retire, to dispense with the services of; to rest, give a rest to",32,480,1.00
330,fakamāloo‘i,82,11,12,7,verb, (v) to express thanks for or appreciation of,24,516,1.00
331,fakamalu,82,8,8,4,noun, (n) umbrella or parasol,24,518,0.96
332,fakamālualoi,82,12,13,8,verb," (v) to act the hypocrite, to be have in a hypocritical way",26,599,1.00
333,fakamalumalu,82,12,12,6,verb," (v) to cast a shadow, to give shade or protection; to get shade or take shelter",24,554,1.00
334,fakamamafa,82,10,10,5,verb," (v) to make heavy; to stress or emphasize; to take seriously, to regard as a matter of importance",29,536,0.97
335,fakamamahi,82,10,10,5,verb, (v) to cause pain or SOTTOW,24,508,0.96
336,fakamamahiʻi,82,12,12,6,verb," (v) to give pain to, to hurt, to be cruel to, to torment",31,485,0.97
337,fakamāmani,82,10,11,6,adjective/adverb," (adj/adv) worldly, secular, mundane",24,501,1.00
338,fakamamaʻo,82,10,10,5,verb," (v) to place far away, to put at a distance; to place oneself at a distance, to depart or keep away or abstain from",24,521,0.92
339,fakamamata,82,10,10,5,verb," (v) to show a person round, to take him to see something",26,524,1.00
340,fakamamaʻu,83,10,10,5,verb," (v) to look steadily, gaze, stare",24,697,1.00
341,fakamana,83,8,8,4,verb," (v) to make threats, to speak intimidatingly",29,729,1.00
342,fakamanatu,83,10,10,5,verb," (v) to refresh one’s memory; to commemorate, to recall; to remind",24,613,1.00
343,fakamanava,83,10,10,5,noun," (n) vent, safety-valve; spillway; outlet",32,558,1.00
344,fakamanava‘ofa,83,14,14,7,adjective/verb, (adj/v) arousing sympathy or kindly feeling,24,508,0.96
345,fakamanavahē,83,12,13,7,adjective/verb," (adj/v) frightening, terrifying, causing fear, terrible",22,548,0.95
346,fakamanavahee‘i,83,15,15,8,verb," (v) to frighten, scare, terrify",26,599,0.96
347,fakamānavaloloa,83,15,16,9,verb, (v) to hold one’s breath,24,621,0.96
348,fakamanavasi‘i,83,14,14,7,adjective/verb, (adj/v) arousing or producing nervousness or apprehension,29,563,0.93
349,fakamanga,83,9,8,4,verb," (v) to have one’s mouth open, to open one’s mouth",23,633,1.00
350,fakamanga‘i,83,11,10,5,verb, (v) to open forcibly; to open widely (a bag); to leave open or uncorked,32,476,0.97
351,fakamangamanga,83,14,12,6,adverb/verb, (adv/v) to sit or stand with the legs apart,24,668,0.96
352,fakamanifi,83,10,10,5,adverb, (adv) thinly,24,534,1.00
353,fakamao,83,7,7,4,verb, (v) to open up and let the steam escape; or to turn into steam,26,633,0.92
354,fakamāsila,83,10,11,6,verb," (v) to sharpen, to make sharp",24,465,1.00
355,fakamāsima,83,10,11,6,verb," (v) to salt, to provide with salt",29,524,1.00
356,fakamata,83,8,8,4,verb, (v) to sharpen to a point; sharpen the edge of,24,514,1.00
357,fakamata‘ifika,83,14,14,7,verb, (v) to mark with figures or numbers,32,550,1.00
358,fakamata‘itohi,83,14,14,7,adjective/adverb, (adj/adv) like or pertaining to letters of the alphabet; alphabetically,23,650,1.00
359,fakamatala,83,10,10,5,verb, (v) to explain; to describe; to report on,24,534,1.00
360,fakamatalelei,83,13,13,7,verb," (v) to look pleasant or friendly, to show a friendly face",26,598,0.96
361,fakamatamatakovi,83,16,16,8,verb, (v) to act in a way that looks bad,24,606,1.00
362,fakamatamatalelei,83,17,17,9,verb," (v) to make (something or someone) beautiful, to beautify; to put on a pleasant or friendly look which is not genuine",29,584,1.00
363,fakamatapā,83,10,11,6,verb, (v) to provide with doors or gates or windows,24,522,1.00
364,fakamatāpule,83,12,13,7,adjective/adverb," (adj/adv) gentlemanly, in a gentlemanly manner",32,505,0.94
365,fakamatelie,83,11,11,6,adjective/adverb, (adj/adv) material (ly); physical(ly),24,727,1.00
366,fakamātoato,83,11,12,7,verb," (v) to be serious, earnest or in earnest",24,602,0.96
367,fakamātoato‘i,83,13,14,8,verb," (v) to take or treat seriously; to be serious or earnest about, or to take pains with",26,533,1.00
368,fakamatolu,83,10,10,5,verb," (v) to make thick, to thicken",24,543,1.00
369,fakamātu‘a,83,10,11,6,adjective/adverb, (adj/adv) pertaining to parents or to elderly people ,29,547,1.00
370,fakamaʻa,84,8,8,4,verb," (v) to make clean, to cleanse",23,567,1.00
371,fakamaʻu,84,8,8,4,verb, (v) to be engaged to be married,32,490,1.00
372,fakamimi,84,8,8,4,verb, (v) to cause (a baby) to urinate,24,638,1.00
373,fakamatu‘u,84,10,10,5,verb," (v) to cause to cease flowing, to stop the flow of; to stanch (blood)",24,516,0.96
374,fakamātu‘u,84,10,11,6,verb," (v) to make dry, to dry",26,570,1.00
375,fakamāvae,84,9,10,6,verb, (v) to give a farewell,24,570,1.00
376,fakamāʻali,84,10,11,6,verb, (v) to go along or past in order to attract attention to oneself,29,556,1.00
377,fakama‘anu,84,10,10,5,verb, (v) to cause to float,24,655,1.00
378,fakameili,84,9,9,5,adjective, (adj) postal,32,513,1.00
379,fakamelie,84,9,9,5,verb," (v) to make sweet or fresh, to sweeten,",24,552,0.96
380,fakamavahe,84,10,10,5,verb, (v) to set aside or apart; to separate or segregate,24,533,1.00
381,fakamaʻamaʻa,84,12,12,6,adverb," (adv) lightly; cheaply, to sell cheaply",25,518,1.00
382,fakamā‘anga,84,11,11,6,noun, (n) cause or source of shame or disgrace,24,555,1.00
383,fakamaʻumaʻu,84,12,12,6,verb," (v) to restrain, repress, keep in (one's feelings); to exercise self-restraint, to refrain",29,653,1.00
384,fakama‘unga,84,11,10,5,noun," (n) place or occupation where one usually ends up, or in which one finds most lasting satisfaction",24,516,1.00
385,fakamelemo,84,10,10,5,verb," (v) to drown, to kill by holding underwater; to submerge in water",31,488,0.97
386,fakamelino,84,10,10,5,verb," (v) to pacify, to cause to be peaceful or at peace",24,675,0.88
387,fakame‘akai,84,11,11,6,adjective, (adj) pertaining to food,24,614,1.00
388,fakamīsini,84,10,11,6,verb, (v) to provide with a machine or an engine,26,487,1.00
389,fakamavaeua,84,11,11,7,verb, (v) to separate or take apart into two,24,659,1.00
390,fakamāʻulalo,84,12,13,7,verb," (v) to make low, to lower; to act humbly",29,556,1.00
391,fakamatu‘otu‘a,84,14,14,7,verb, (v) to behave like a grown-up person,24,643,1.00
392,fakamaveuveu,84,12,12,7,adjective, (adj) causing disorder or confusion,31,604,0.97
393,fakamaʻalaʻala,84,14,14,7,verb," (v) to clear of weeds, to weed thoroughly",24,580,1.00
394,fakamisinale,84,12,12,6,adjective/adverb, (adj/adv) like or pertaining to missionaries; having to do with the annual church collection,24,620,1.00
395,fakama‘angata‘a,84,15,14,7,adjective/verb, (adj/v) difficult to clean,26,692,0.96
396,fakama‘angofua,84,14,13,7,adjective/verb, (adj/v) easy to clean,24,552,0.96
397,fakamāʻoniʻoniʻi,84,16,17,9,verb, (v) to sanctify,29,607,1.00
398,fakamavahevahe,84,14,14,7,verb," (v) to divide or separate from one another, to separate out into different lots or groups",24,659,1.00
399,fakamui,85,7,7,4,adjective, (adj) last,32,543,0.97
400,fakamohe,85,8,8,4,verb, (v) to put to sleep; to anaesthetize,24,621,1.00
401,fakamoho,85,8,8,4,verb," (v) to cook thoroughly, to cook till done",24,548,1.00
402,fakamole,85,8,8,4,verb," (v) to spend, expend, use up; to cause or allow to perish",26,494,1.00
403,fakamolū,85,8,9,5,verb, (v) to make soft; to till (the soil),24,576,1.00
404,fakamonū,85,8,9,5,verb, (v) to express gratitude or appreciation or joy for,29,546,1.00
405,fakamotu,85,8,8,4,adjective/adverb, (adj/adv) like or pertaining to an island or to island life,24,534,1.00
406,fakameʻua,85,9,9,5,verb," (v) to get things on credit, to have an account; get into debt",32,495,0.97
407,fakameʻui,85,9,9,5,noun," (n) salvation, saviour",24,762,0.79
408,fakamōmoa,85,9,10,6,verb, (v) to dry oneself in the air (after a bath) without using a towel or cloth,24,479,0.92
409,fakamounu,85,9,9,5,verb, (v) to bait,26,561,1.00
410,fakamoʻoni,85,10,10,5,verb," (v) to give evidence, to bear witness, to produce or afford evidence or proof of the truth of",24,555,0.96
411,fakamoimoi,85,10,10,6,verb, (v) to send by the hand of another,29,520,1.00
412,fakamomoho,85,10,10,5,verb," (v) to ripen, to cause or allow to become ripe",24,596,1.00
413,fakamomoko,85,10,10,5,verb," (v) to make cold; to throw cold water on; to go out in the cold, to risk catching cold",31,530,1.00
414,fakamoʻoniʻi,85,12,12,6,verb," (v) to witness to the truth of, to verify, to certify, to prove",24,476,0.96
415,fakamuimui,85,10,10,6,adjective/adverb," (adj/adv/v) afterwards, later, or last",24,546,0.92
416,fakamuʻomuʻa,85,12,12,6,verb," (v) to put in front or send or ahead; to give preference to, to give first consideration to.",25,522,1.00
417,fakamoho‘ota,85,12,12,6,verb," (v) to half cook, to cook till only half done",24,611,1.00
418,fakamokosia,85,11,11,6,verb," (v) to catch cold, get a chill",29,612,0.97
419,fakamonū‘ia‘i,85,13,14,8,verb," (v) to make fortunate, to bless, to bestow good fortune or success or prosperity upon,",24,611,1.00
420,fakamisiteli,85,12,12,6,adjective/adverb, (adj/adv) mysterious(ly) or mystical (ly),32,595,0.94
421,fakamohomoho,85,12,12,6,verb, (v) to cook gradually until quite done,24,523,1.00
422,fakamokomoko,85,12,12,6,verb, (v) to make cool or allow to become cool,24,501,1.00
423,fakamolemole,85,12,12,6,verb," (v) to apologize; to be gracious, to refrain from taking offence",26,593,0.92
424,fakamolumolū,85,12,13,7,adverb, (adv) to stand in a manner that yields to pressure or movements this way and that,24,586,1.00
425,fakamo‘omo‘oni,85,14,14,7,verb, (v) to assert something as absolutely true,29,565,0.97
426,fakamolemoleʻi,85,14,14,7,verb," (v) to pardon, forgive, excuse, be merciful to",24,554,1.00
427,fakamuʻomuʻanima,85,16,16,8,adverb, (adv) to touch the work with the fingertips only instead of getting right into it ,32,492,0.97
428,fakana‘a (fakana‘ana‘a),86,8,8,4,verb, (v) to cause (a child) to stop crying; to comfort (a child),24,602,0.96
429,fakaofi,86,7,7,4,verb," (v) to place near, cause to be near, bring near; to approach, draw near, come near",24,571,1.00
430,fakaofo,86,7,7,4,adjective/verb," (adj/v) to cause surprise, to be surprising",26,564,0.96
431,fakaoli,86,7,7,4,adjective/verb," (adj/v) causing amusement, amusing or droll",24,629,1.00
432,fakanifo,86,8,8,4,verb," (v) to provide with teeth or cogs; to groove, make a groove in",29,489,1.00
433,fakanofo,86,8,8,4,verb, (v) to cause to sit or dwell; to appoint (to an office); to ordain (a minister),24,519,1.00
434,fakaongo,86,8,7,4,verb," (v) to report, carry or convey news or orders",32,560,0.97
435,fakanonou,86,9,9,5,verb, (v) to draw one’s legs back (after sitting with legs stretched out),24,639,0.92
436,fakanonga,86,9,8,4,noun," (n) tranquillity, peace of mind",23,514,1.00
437,fakangai‘i,86,10,9,5,verb, (v) to cause to creak; to grind (the teeth),26,592,1.00
438,fakangako,86,9,8,4,verb, (v) to grease; to fatten,24,586,1.00
439,fakangalo,86,9,8,4,verb," (v) to cause to sink in, to push under, to put out of ones mind; to have almost disappeared, to be about to disappear completely,",28,637,0.96
440,fakangata,86,9,8,4,verb," (v) to bring to an end, to terminate, conclude; to finalize",24,655,0.96
441,fakangoto,86,9,8,4,verb, (v) to sink,32,502,1.00
442,fakananamu,86,10,10,5,verb, (v) to smell; to sniff so as to determine the smell of,24,522,1.00
443,fakanatula,86,10,10,5,adjective/adverb, (adj/adv) natural(ly),24,567,1.00
444,fakaneifua,86,10,10,6,noun," (n) dessert, sweets, fruit salad, anything sweet or tasty served at the end of a meal",26,676,0.88
445,fakanimaua (fakanimoua),86,10,10,6,adverb, (adv) with both hands,24,789,1.00
446,fakanounou,86,10,10,6,verb, (v) to shorten,29,546,1.00
447,fakangākau,86,10,10,6,verb," (v) to disembowel, remove the entrails of",24,546,1.00
448,fakangofua,86,10,9,5,verb," (v) to sanction, allow, or permit; to remove prohibitions or restrictions from;",32,536,0.97
449,fakangahaha,86,11,10,5,verb, (v) to cause to rustle; to make a rustling noise,23,662,0.96
